Date,WL,PF,Opponent,PA,Location,Notes,Year,Team,offName,Home,Week
9/6/14,W,24,South Florida,17,"College Park, MD",,2014,Maryland,University of Maryland: College Park,0,2
9/6/14,L,0,Notre Dame (IN),31,"Ann Arbor, MI",,2014,Michigan,University of Michigan,0,2
9/6/14,L,27,Oregon,46,"East Lansing, MI",,2014,Michigan St.,Michigan State University,0,2
9/6/14,W,35,Middle Tennessee St.,24,"Minneapolis, MN",,2014,Minnesota,University of Minnesota: Twin Cities,1,2
9/6/14,W,31,McNeese St. (LA),24,"Lincoln, NE",,2014,Nebraska,University of Nebraska - Lincoln,1,2
9/6/14,L,15,Northern Illinois,23,"Evanston, IL",,2014,Northwestern (IL),Northwestern University,1,2
9/6/14,L,21,Virginia Tech,35,"Columbus, OH",,2014,Ohio St.,Ohio State University: Columbus Campus,1,2
9/6/14,W,21,Akron (OH),3,"State College, PA",,2014,Penn St.,The Pennsylvania State University,1,2
9/6/14,L,17,Central Michigan,38,"West Lafayette, IN",,2014,Purdue (IN),Purdue University,1,2
9/6/14,W,38,Howard (DC),25,"New Brunswick, NJ",,2014,Rutgers (NJ),Rutgers,1,2
9/6/14,W,37,Western Illinois,3,"Madison, WI",,2014,Wisconsin,University of Wisconsin-Madison,1,2
9/6/14,L,0,Alabama,41,"Fort Lauderdale, FL",,2014,Florida Atlantic,Florida Atlantic University,0,2
9/6/14,W,34,Wagner (NY),3,"Miami, FL",,2014,Florida International,Florida International University,1,2
9/6/14,W,48,Louisiana-Lafayette,20,"Ruston, LA",,2014,Louisiana Tech,Louisiana Tech University,0,2
9/6/14,W,48,Rhode Island,7,"Huntington, WV",,2014,Marshall (WV),Marshall University,1,2
9/6/14,L,24,Minnesota,35,"Murfreesboro, TN",,2014,Middle Tennessee St.,Middle Tennessee State University,0,2
9/6/14,W,43,Southern Methodist (TX),6,"Denton, TX",,2014,North Texas,University of North Texas,1,2
9/6/14,L,34,North Carolina St.,46,Old Dominion (VA),,2014,Old Dominion (VA),Old Dominion University,0,2
9/6/14,W,26,Alcorn St. (MS),20,"Hattiesburg, MS",,2014,Southern Mississippi,University of Southern Mississippi,1,2
9/6/14,L,34,Mississippi St.,47,"Birmingham, AL",,2014,Alabama-Birmingham,The University of Alabama at Birmingham,0,2
9/6/14,L,26,Texas Tech,30,"El Paso, TX",,2014,Texas-El Paso,University of Texas-El Paso,1,2
9/6/14,L,34,Illinois,42,"Bowling Green, KY",,2014,Western Kentucky,Western Kentucky University,0,2
9/6/14,W,47,Buffalo (NY),39,"West Point, NY",,2014,Army (NY),United States Military Academy,1,2
9/6/14,W,41,Texas,7,"Provo, UT",,2014,Brigham Young (UT),Brigham Young University,0,2
9/6/14,W,31,Temple (PA),24,"Annapolis, MD",,2014,Navy (MD),United States Naval Academy,0,2
9/6/14,W,31,Michigan,0,"South Bend, IN",,2014,Notre Dame (IN),University of Notre Dame,1,2
9/6/14,L,3,Penn St.,21,"Akron, OH",,2014,Akron (OH),University of Akron,0,2
9/6/14,L,13,Iowa,17,"Muncie, IN",,2014,Ball St. (IN),Ball State University,0,2
9/6/14,W,48,Virginia Military Institute,7,"Bowling Green, OH",,2014,Bowling Green (OH),Bowling Green State University,1,2
9/6/14,L,39,Army (NY),47,"Buffalo, NY",,2014,Buffalo (NY),State University of New York at Buffalo,0,2
9/6/14,W,38,Purdue (IN),17,"Mount Pleasant, MI",,2014,Central Michigan,Central Michigan University,0,2
9/6/14,L,0,Florida,65,"Ypsilanti, MI",,2014,Eastern Michigan,Eastern Michigan University,0,2
9/6/14,L,13,South Alabama,23,"Kent, OH",,2014,Kent St. (OH),Kent State University,1,2
9/6/14,L,38,Colorado,41,"Foxboro, MA",,2014,Massachusetts,University of Massachusetts Amherst,1,2
9/6/14,L,10,Eastern Kentucky,17,"Oxford, OH",,2014,Miami (OH),Miami University: Oxford Campus,1,2
9/6/14,W,23,Northwestern (IL),15,"DeKalb, IL",,2014,Northern Illinois,Northern Illinois University,0,2
9/6/14,L,3,Kentucky,20,"Athens, OH",,2014,Ohio,Ohio University,0,2
9/6/14,L,24,Missouri,49,"Toledo, OH",,2014,Toledo (OH),University of Toledo,1,2
9/6/14,L,13,Wyoming,17,"Air Force Academy, CO",,2014,Air Force (CO),United States Air Force Academy,0,2
9/6/14,W,37,Colorado St.,24,"Boise, ID",,2014,Boise St. (ID),Boise State University,1,2
9/6/14,L,24,Boise St. (ID),37,"Fort Collins, CO",,2014,Colorado St.,Colorado State University,0,2
9/6/14,L,27,Utah,59,"Fresno, CA",,2014,Fresno St. (CA),California State University: Fresno,0,2
9/6/14,L,30,Oregon St.,38,"Honolulu, HI",,2014,Hawaii,University of Hawaii at Manoa,1,2
9/6/14,L,23,Arizona St.,58,"Albuquerque, NM",,2014,New Mexico,University of New Mexico,1,2
9/6/14,L,27,North Carolina,31,"San Diego, CA",,2014,San Diego St. (CA),San Diego State University,0,2
9/6/14,L,13,Auburn (AL),59,NA,,2014,NA,NA,0,2
9/6/14,W,13,Northern Colorado,12,"Las Vegas, NV",,2014,Nevada-Las Vegas,University of Nevada: Las Vegas,1,2
9/6/14,W,40,Idaho St.,20,"Logan, UT",,2014,Utah St.,Utah State University,1,2
9/6/14,W,17,Air Force (CO),13,"Laramie, WY",,2014,Wyoming,University of Wyoming,1,2
9/6/14,W,58,New Mexico,23,"Tempe, AZ",,2014,Arizona St.,Arizona State University,0,2
9/6/14,W,55,Cal St.-Sacramento,14,"Berkeley, CA",,2014,California,University of California: Berkeley,1,2
9/6/14,W,41,Massachusetts,38,"Boulder, CO",,2014,Colorado,University of Colorado at Boulder,0,2
9/6/14,W,46,Michigan St.,27,"Eugene, OR",,2014,Oregon,University of Oregon,1,2
9/6/14,W,38,Hawaii,30,"Corvallis, OR",,2014,Oregon St.,Oregon State University,0,2
9/6/14,L,10,Southern California,13,"Stanford, CA",,2014,Stanford (CA),Stanford University,1,2
9/6/14,W,42,Memphis (TN),35,"Pasadena, CA",,2014,UCLA,University of California: Los Angeles,1,2
9/6/14,W,13,Stanford (CA),10,"Los Angeles, CA",,2014,Southern California,University of Southern California,0,2
9/6/14,W,59,Fresno St. (CA),27,"Salt Lake City, UT",,2014,Utah,University of Utah,1,2
9/6/14,W,59,Eastern Washington,52,"Seattle, WA",,2014,Washington,University of Washington,1,2
9/6/14,W,41,Florida Atlantic,0,"Tuscaloosa, AL",,2014,Alabama,The University of Alabama,1,2
9/6/14,W,73,Nicholls St. (LA),7,"Fayetteville, AR",,2014,Arkansas,University of Arkansas,1,2
9/6/14,W,59,San Jose St. (CA),13,"Auburn, AL",,2014,Auburn (AL),Auburn University,1,2
9/6/14,W,65,Eastern Michigan,0,"Gainesville, FL",,2014,Florida,University of Florida,1,2
9/6/14,W,20,Ohio,3,"Lexington, KY",,2014,Kentucky,University of Kentucky,1,2
9/6/14,W,56,Sam Houston St. (TX),0,"Baton Rouge, LA",,2014,Louisiana St.,Louisiana State University and Agricultural and Mechanical College,1,2
9/6/14,W,47,Alabama-Birmingham,34,"Starkville, MS",,2014,Mississippi St.,Mississippi State University,1,2
9/6/14,W,49,Toledo (OH),24,"Columbia, MO",,2014,Missouri,University of Missouri: Columbia,0,2
9/6/14,W,41,Vanderbilt (TN),3,"Oxford, MS",,2014,Mississippi,University of Mississippi,0,2
9/6/14,W,33,East Carolina (NC),23,"Columbia, SC",,2014,South Carolina,University of South Carolina-Columbia,1,2
9/6/14,W,34,Arkansas St.,19,"Knoxville, TN",,2014,Tennessee,University of Tennessee: Knoxville,1,2
9/6/14,W,73,Lamar (TX),3,"College Station, TX",,2014,Texas A&M,Texas A&M University,1,2
9/6/14,L,3,Mississippi,41,"Nashville, TN",,2014,Vanderbilt (TN),Vanderbilt University,1,2
9/6/14,W,66,Campbell (NC),0,"Boone, NC",,2014,Appalachian State (NC),Appalachian State University,1,2
9/6/14,L,19,Tennessee,34,"Jonesboro, AR",,2014,Arkansas St.,Arkansas State University,0,2
9/6/14,W,83,Savannah St. (GA),9,"Statesboro, GA",,2014,Georgia Southern,Georgia Southern University,1,2
9/6/14,L,31,New Mexico St.,34,"Atlanta, GA",,2014,Georgia St.,Georgia State University,1,2
9/6/14,L,31,Louisiana-Monroe,38,"Moscow, ID",,2014,Idaho,University of Idaho,0,2
9/6/14,L,20,Louisiana Tech,48,"Lafayette, LA",,2014,Louisiana-Lafayette,University of Louisiana at Lafayette,1,2
9/6/14,W,38,Idaho,31,"Monroe, LA",,2014,Louisiana-Monroe,University of Louisiana at Monroe,1,2
9/6/14,W,34,Georgia St.,31,"Las Cruces, NM",,2014,New Mexico St.,New Mexico State University,0,2
9/6/14,W,23,Kent St. (OH),13,"Mobile, AL",,2014,South Alabama,University of South Alabama,0,2
9/6/14,L,17,Duke (NC),34,"Troy, AL",,2014,Troy (AL),Troy University,1,2
9/6/14,L,18,South Dakota St.,44,"San Luis Obispo, CA",,2014,Cal Poly-San Luis Obispo,California Polytechnic State University: San Luis Obispo,0,2
9/6/14,L,52,Washington,59,"Cheney, WA",,2014,Eastern Washington,Eastern Washington University,0,2
9/6/14,L,20,Utah St.,40,"Pocatello, ID",,2014,Idaho St.,Idaho State University,0,2
9/6/14,W,16,Robert Morris (PA),13,"Grand Forks, ND",,2014,North Dakota,University of North Dakota,1,2
9/6/14,W,27,Abilene Christian (TX),21,"Flagstaff, AZ",,2014,Northern Arizona,Northern Arizona University,0,2
9/6/14,L,12,Nevada-Las Vegas,13,"Greeley, CO",,2014,Northern Colorado,University of Northern Colorado,0,2
9/6/14,L,14,California,55,"Sacramento, CA",,2014,Cal St.-Sacramento,California State University: Sacramento,0,2
9/6/14,L,14,Southeastern Louisiana,41,"Cedar City, UT",,2014,Southern Utah,Southern Utah University,0,2
9/6/14,L,7,North Dakota St.,24,"Ogden, UT",,2014,Weber St. (UT),Weber State University,1,2
9/6/14,W,31,North Carolina A&T,30,"Conway, SC",,2014,Coastal Carolina (SC),Coastal Carolina University,0,2
9/6/14,L,7,Wake Forest (NC),23,"Boiling Springs, NC",,2014,Gardner-Webb (NC),Gardner-Webb University,0,2
9/6/14,W,17,Norfolk St. (VA),0,"Lynchburg, VA",,2014,Liberty (VA),Liberty University,0,2
9/6/14,W,19,Central Connecticut St.,0,"Albany, NY",,2014,SUNY-Albany (NY),State University of New York at Albany,0,2
9/6/14,W,31,Lehigh (PA),28,"Harrisonburg, VA",,2014,James Madison (VA),James Madison University,0,2
9/6/14,L,7,Marshall (WV),48,"Kingston, RI",,2014,Rhode Island,University of Rhode Island,0,2
9/6/14,L,13,Virginia,45,"Richmond, VA",,2014,Richmond (VA),University of Richmond,0,2
9/6/14,L,16,Connecticut,19,"Stony Brook, NY",,2014,SUNY-Stony Brook (NY),State University of New York at Stony Brook,0,2
9/6/14,L,0,West Virginia,54,"Towson, MD",,2014,Towson (MD),Towson University,0,2
9/6/14,W,50,Fordham (NY),6,"Villanova, PA",,2014,Villanova (PA),Villanova University,1,2
9/6/14,W,42,Hampton (VA),14,"Williamsburg, VA",,2014,William & Mary (VA),College of William and Mary,0,2
9/6/14,L,7,Miami (FL),41,"Tallahassee, FL",,2014,Florida A&M,Florida Agricultural and Mechanical University,0,2
9/6/14,L,14,William & Mary (VA),42,"Hampton, VA",,2014,Hampton (VA),Hampton University,1,2
9/6/14,L,25,Rutgers (NJ),38,"Washington, DC",,2014,Howard (DC),Howard University,0,2
9/6/14,L,26,Holy Cross (MA),29,"Baltimore, MD",,2014,Morgan St. (MD),Morgan State University,0,2
9/6/14,L,0,Liberty (VA),17,"Norfolk, VA",,2014,Norfolk St. (VA),Norfolk State University,1,2
9/6/14,L,30,Coastal Carolina (SC),31,"Greensboro, NC",,2014,North Carolina A&T,North Carolina Agricultural and Technical State University,1,2
9/6/14,L,9,Georgia Southern,83,"Savannah, GA",,2014,Savannah St. (GA),Savannah State University,0,2
9/6/14,L,7,Clemson (SC),73,"Orangeburg, SC",,2014,South Carolina St.,South Carolina State University,0,2
9/6/14,W,62,Mississippi Valley St.,0,"Normal, IL",,2014,Illinois St.,Illinois State University,1,2
9/6/14,W,49,Tennessee Tech,14,"Terre Haute, IN",,2014,Indiana St.,Indiana State University,1,2
9/6/14,L,23,Oklahoma St.,40,"Springfield, MO",,2014,Missouri St.,Missouri State University,0,2
9/6/14,W,24,Weber St. (UT),7,"Fargo, ND",,2014,North Dakota St.,North Dakota State University,0,2
9/6/14,W,44,Cal Poly-San Luis Obispo,18,"Brookings, SD",,2014,South Dakota St.,South Dakota State University,1,2
9/6/14,W,38,Eastern Illinois,21,"Carbondale, IL",,2014,Southern Illinois,Southern Illinois University Carbondale,0,2
9/6/14,L,3,Wisconsin,37,"Macomb, IL",,2014,Western Illinois,Western Illinois University,0,2
9/6/14,W,34,Duquesne (PA),23,"Youngstown, OH",,2014,Youngstown St. (OH),Youngstown State University,1,2
9/6/14,L,0,SUNY-Albany (NY),19,"New Britain, CT",,2014,Central Connecticut St.,Central Connecticut State University,1,2
9/6/14,L,23,Youngstown St. (OH),34,"Pittsburgh, PA",,2014,Duquesne (PA),Duquesne University,0,2
9/6/14,L,13,North Dakota,16,"Moon Township, PA",,2014,Robert Morris (PA),Robert Morris College,0,2
9/6/14,L,3,Florida International,34,"Staten Island, NY",,2014,Wagner (NY),Wagner College,0,2
9/6/14,L,21,Southern Illinois,38,"Charleston, IL",,2014,Eastern Illinois,Eastern Illinois University,1,2
9/6/14,W,17,Miami (OH),10,"Richmond, KY",,2014,Eastern Kentucky,Eastern Kentucky University,0,2
9/6/14,W,26,Tennessee-Chattanooga,23,"Jacksonville, AL",,2014,Jacksonville St. (AL),Jacksonville State University,0,2
9/6/14,L,21,Louisville (KY),66,"Murray, KY",,2014,Murray St. (KY),Murray State University,0,2
9/6/14,L,28,Kansas,34,"Cape Girardeau, MO",,2014,Southeast Missouri St.,Southeast Missouri State University,0,2
9/6/14,L,21,Alabama St.,27,"Nashville, TN",,2014,Tennessee St.,Tennessee State University,0,2
9/6/14,L,14,Indiana St.,49,"Cookeville, TN",,2014,Tennessee Tech,Tennessee Technological University,0,2
9/6/14,L,24,Central Arkansas,26,"Martin, TN",,2014,Tennessee-Martin,University of Tennessee: Martin,0,2
9/6/14,W,22,Marist (NY),0,"Lewisburg, PA",,2014,Bucknell (PA),Bucknell University,0,2
9/6/14,L,6,Villanova (PA),50,"New York, NY",,2014,Fordham (NY),Fordham University,0,2
9/6/14,L,14,Dayton (OH),23,"Washington, DC",,2014,Georgetown (DC),Georgetown University,0,2
9/6/14,W,29,Morgan St. (MD),26,"Worcester, MA",,2014,Holy Cross (MA),College of the Holy Cross,1,2
9/6/14,L,14,Sacred Heart (CT),27,"Easton, PA",,2014,Lafayette (PA),Lafayette College,0,2
9/6/14,L,28,James Madison (VA),31,"Bethlehem, PA",,2014,Lehigh (PA),Lehigh University,1,2
9/6/14,L,0,Appalachian State (NC),66,"Buies Creek, NC",,2014,Campbell (NC),Campbell University,0,2
9/6/14,W,23,Georgetown (DC),14,"Dayton, OH",,2014,Dayton (OH),University of Dayton,1,2
9/6/14,L,0,Bucknell (PA),22,"Poughkeepsie, NY",,2014,Marist (NY),Marist College,1,2
9/6/14,L,23,Jacksonville St. (AL),26,"Chattanooga, TN",,2014,Tennessee-Chattanooga,University of Tennessee: Chattanooga,1,2
9/6/14,L,12,Florida St.,37,"Charleston, SC",,2014,Citadel (SC),The Citadel,0,2
9/6/14,W,25,Mercer (GA),20,"Greenville, SC",,2014,Furman (SC),Furman University,0,2
9/6/14,L,20,Furman (SC),25,"Macon, GA",,2014,Mercer (GA),,1,2
9/6/14,L,7,Bowling Green (OH),48,"Lexington, VA",,2014,Virginia Military Institute,Virginia Military Institute,0,2
9/6/14,L,21,Northern Arizona,27,"Abilene, TX",,2014,Abilene Christian (TX),Abilene Christian University,1,2
9/6/14,W,26,Tennessee-Martin,24,"Conway, AR",,2014,Central Arkansas,University of Central Arkansas,1,2
9/6/14,L,3,Stephen F. Austin (TX),38,"San Antonio, TX",,2014,Incarnate Word (TX),,0,2
9/6/14,L,3,Texas A&M,73,"Beaumont, TX",,2014,Lamar (TX),Lamar University,0,2
9/6/14,L,24,Nebraska,31,"Lake Charles, LA",,2014,McNeese St. (LA),McNeese State University,0,2
9/6/14,L,7,Arkansas,73,"Thibodaux, LA",,2014,Nicholls St. (LA),Nicholls State University,0,2
9/6/14,L,6,Baylor (TX),70,"Natchitoches, LA",,2014,Northwestern St. (LA),Northwestern State University,0,2
9/6/14,L,0,Louisiana St.,56,"Huntsville, TX",,2014,Sam Houston St. (TX),Sam Houston State University,0,2
9/6/14,W,41,Southern Utah,14,"Hammond, LA",,2014,Southeastern Louisiana,Southeastern Louisiana University,1,2
9/6/14,W,38,Incarnate Word (TX),3,"Nacogdoches, TX",,2014,Stephen F. Austin (TX),Stephen F. Austin State University,1,2
9/6/14,L,20,Southern Mississippi,26,"Lorman, MS",,2014,Alcorn St. (MS),Alcorn State University,0,2
9/6/14,L,0,Houston (TX),47,"Grambling, LA",,2014,Grambling St. (LA),Grambling State University,0,2
9/6/14,L,0,Illinois St.,62,"Itta Bena, MS",,2014,Mississippi Valley St.,Mississippi Valley State University,0,2
9/7/14,W,27,Delaware St.,9,"Newark, DE",,2014,Delaware,University of Delaware,1,3
9/7/14,L,9,Delaware,27,"Dover, DE",,2014,Delaware St.,Delaware State University,0,3
9/11/14,L,25,Brigham Young (UT),33,"Houston, TX",,2014,Houston (TX),University of Houston,0,3
9/11/14,W,42,North Texas,21,"Ruston, LA",,2014,Louisiana Tech,Louisiana Tech University,0,3
9/11/14,L,21,Louisiana Tech,42,"Denton, TX",,2014,North Texas,University of North Texas,1,3
9/11/14,W,33,Houston (TX),25,"Provo, UT",,2014,Brigham Young (UT),Brigham Young University,1,3
9/11/14,W,34,Campbell (NC),10,"Charleston, SC",,2014,Charleston Southern (SC),Charleston Southern University,1,3
9/11/14,L,10,Charleston Southern (SC),34,"Buies Creek, NC",,2014,Campbell (NC),Campbell University,0,3
9/12/14,W,58,Toledo (OH),34,"Cincinnati, OH",,2014,Cincinnati (OH),University of Cincinnati,1,3
9/12/14,W,63,Buffalo (NY),21,"Waco, TX",,2014,Baylor (TX),Baylor University,0,3
9/12/14,L,21,Baylor (TX),63,"Buffalo, NY",,2014,Buffalo (NY),State University of New York at Buffalo,1,3
9/12/14,L,34,Cincinnati (OH),58,"Toledo, OH",,2014,Toledo (OH),University of Toledo,0,3
9/13/14,L,21,Boise St. (ID),38,"East Hartford, CT",,2014,Connecticut,University of Connecticut,1,3
9/13/14,W,28,Virginia Tech,21,"Greenville, NC",,2014,East Carolina (NC),East Carolina University,0,3
9/13/14,L,17,North Carolina St.,49,"Tampa, FL",,2014,South Florida,University of South Florida,1,3
9/13/14,W,35,Southeastern Louisiana,20,"New Orleans, LA",,2014,Tulane (LA),Tulane University,1,3
9/13/14,L,21,Florida Atlantic,50,"Tulsa, OK",,2014,Tulsa (OK),University of Tulsa,0,3
9/13/14,L,10,Missouri,38,"Orlando, FL",,2014,Central Florida,University of Central Florida,0,3
9/13/14,W,37,Southern California,31,"Chestnut Hill, MA",,2014,Boston College (MA),Boston College,1,3
9/13/14,W,41,Kansas,3,"Durham, NC",,2014,Duke (NC),Duke University,1,3
9/13/14,W,42,Georgia Southern,38,"Atlanta, GA",,2014,Georgia Tech,Georgia Institute of Technology,1,3
9/13/14,L,21,Virginia,23,"Louisville, KY",,2014,Louisville (KY),University of Louisville,0,3
9/13/14,W,41,Arkansas St.,20,"Miami Gardens, FL",,2014,Miami (FL),University of Miami,1,3
9/13/14,W,49,South Florida,17,"Raleigh, NC",,2014,North Carolina St.,University of North Carolina at Chapel Hill,0,3
9/13/14,W,42,Florida International,25,"Pittsburgh, PA",,2014,Pittsburgh (PA),University of Pittsburgh,0,3
9/13/14,W,40,Central Michigan,3,"Syracuse, NY",,2014,Syracuse (NY),Syracuse University,0,3
9/13/14,W,23,Louisville (KY),21,"Charlottesville, VA",,2014,Virginia,University of Virginia,1,3
9/13/14,L,21,East Carolina (NC),28,"Blacksburg, VA",,2014,Virginia Tech,Virginia Polytechnic Institute & State University,1,3
9/13/14,L,24,Utah St.,36,"Winston-Salem, NC",,2014,Wake Forest (NC),Wake Forest University,0,3
9/13/14,W,20,Iowa,17,"Ames, IA",,2014,Iowa St.,Iowa State University,0,3
9/13/14,L,3,Duke (NC),41,"Lawrence, KS",,2014,Kansas,University of Kansas,0,3
9/13/14,W,34,Tennessee,10,"Norman, OK",,2014,Oklahoma,University of Oklahoma,1,3
9/13/14,W,43,Texas-San Antonio,13,"Stillwater, OK",,2014,Oklahoma St.,Oklahoma State University,1,3
9/13/14,W,30,Minnesota,7,"Fort Worth, TX",,2014,Texas Christian,Texas Christian University,1,3
9/13/14,L,17,UCLA,20,"Austin, TX",,2014,Texas,The University of Texas at Austin,1,3
9/13/14,L,28,Arkansas,49,"Lubbock, TX",,2014,Texas Tech,Texas Tech University,1,3
9/13/14,W,40,Maryland,37,"Morgantown, WV",,2014,West Virginia,West Virginia University,0,3
9/13/14,L,19,Washington,44,"Champaign, IL",,2014,Illinois,University of Illinois at Urbana-Champaign,0,3
9/13/14,L,42,Bowling Green (OH),45,"Bloomington, IN",,2014,Indiana,Indiana University Bloomington,0,3
9/13/14,L,17,Iowa St.,20,"Iowa City, IA",,2014,Iowa,University of Iowa,1,3
9/13/14,L,37,West Virginia,40,"College Park, MD",,2014,Maryland,University of Maryland: College Park,1,3
9/13/14,W,34,Miami (OH),10,"Ann Arbor, MI",,2014,Michigan,University of Michigan,1,3
9/13/14,L,7,Texas Christian,30,"Minneapolis, MN",,2014,Minnesota,University of Minnesota: Twin Cities,0,3
9/13/14,W,55,Fresno St. (CA),19,"Lincoln, NE",,2014,Nebraska,University of Nebraska - Lincoln,0,3
9/13/14,W,66,Kent St. (OH),0,"Columbus, OH",,2014,Ohio St.,Ohio State University: Columbus Campus,1,3
9/13/14,W,13,Rutgers (NJ),10,"State College, PA",,2014,Penn St.,The Pennsylvania State University,0,3
9/13/14,L,14,Notre Dame (IN),30,"West Lafayette, IN",,2014,Purdue (IN),Purdue University,1,3
9/13/14,L,10,Penn St.,13,"New Brunswick, NJ",,2014,Rutgers (NJ),Rutgers,1,3
9/13/14,W,50,Tulsa (OK),21,"Fort Lauderdale, FL",,2014,Florida Atlantic,Florida Atlantic University,1,3
9/13/14,L,25,Pittsburgh (PA),42,"Miami, FL",,2014,Florida International,Florida International University,1,3
9/13/14,W,44,Ohio,14,"Huntington, WV",,2014,Marshall (WV),Marshall University,1,3
9/13/14,W,50,Western Kentucky,47,"Murfreesboro, TN",,2014,Middle Tennessee St.,Middle Tennessee State University,1,3
9/13/14,W,17,Eastern Michigan,3,Old Dominion (VA),,2014,Old Dominion (VA),Old Dominion University,1,3
9/13/14,L,10,Texas A&M,38,"Houston, TX",,2014,Rice (TX),Rice University,0,3
9/13/14,L,12,Alabama,52,"Hattiesburg, MS",,2014,Southern Mississippi,University of Southern Mississippi,0,3
