"","Team","Opponent","ScoreOff","ScoreDef","TotYardsOff","TotPlaysOff","YdsPlayOff","PassingOff","CmpAttOff","YdsPassOff","RushingOff","RushesOff","YdsRushOff","FirstDownOff","PassOff","RushOff","PenaltyOff","PenaltiesOff","YdsOff","TurnoversOff","FumLostOff","IntThrownOff","TotYardsDef","TotPlaysDef","YdsPlayDef","PassingDef","CmpAttDef","YdsPassDef","RushingDef","RushesDef","YdsRushDef","FirstDownDef","PassDef","RushDef","PenaltyDef","PenaltiesDef","YdsDef","TurnoversDef","FumLostDef","IntThrownDef"
"ALBIRM2","ALBIRM","ALAM","41","14","483","83","5.8","288","22-32","9.0","195","51","3.8","27","12","12","3","6","60","1","0","1","352","78","4.5","257","12-34","7.6","95","44","2.2","19","8","9","2","9","86","3","0","3"
"NV2","NV","AZ","28","35","429","79","5.4","321","29-39","8.2","108","40","2.7","25","17","8","0","8","74","0","0","0","507","64","7.9","278","22-26","10.7","229","38","6.0","26","13","10","3","7","47","1","0","1"
"AZ2","AZ","NV","35","28","507","64","7.9","278","22-26","10.7","229","38","6.0","26","13","10","3","7","47","1","0","1","429","79","5.4","321","29-39","8.2","108","40","2.7","25","17","8","0","8","74","0","0","0"
"AZST2","AZST","CO","38","24","426","60","7.1","203","15-25","8.1","223","35","6.4","18","8","8","2","8","59","0","0","0","545","91","6.0","313","35-54","5.8","232","37","6.3","28","17","8","3","8","75","3","1","2"
"CO2","CO","AZST","24","38","545","91","6.0","313","35-54","5.8","232","37","6.3","28","17","8","3","8","75","3","1","2","426","60","7.1","203","15-25","8.1","223","35","6.4","18","8","8","2","8","59","0","0","0"
"AR2","AR","TXTECH","49","28","499","80","6.2","61","6-12","5.1","438","68","6.4","32","5","24","3","2","15","2","2","0","353","67","5.3","252","27-45","5.6","101","22","4.6","20","11","9","0","5","60","3","1","2"
"TXTECH2","TXTECH","AR","28","49","353","67","5.3","252","27-45","5.6","101","22","4.6","20","11","9","0","5","60","3","1","2","499","80","6.2","61","6-12","5.1","438","68","6.4","32","5","24","3","2","15","2","2","0"
"BOISE2","BOISE","CT","38","21","292","56","5.2","240","20-29","8.3","52","27","1.9","13","11","1","1","7","65","1","1","0","290","74","3.9","242","22-38","6.4","48","36","1.3","183","11","6","1","3","30","3","1","2"
"CT2","CT","BOISE","21","38","290","74","3.9","242","22-38","6.4","48","36","1.3","183","11","6","1","3","30","3","1","2","292","56","5.2","240","20-29","8.3","52","27","1.9","13","11","1","1","7","65","1","1","0"
"SCA2","SCA","BC","31","37","337","70","4.8","317","31-41","7.7","20","29","0.7","18","15","3","0","3","20","0","0","0","506","68","7.4","54","5-14","3.9","452","54","8.4","19","2","17","0","2","32","1","0","1"
"BC2","BC","SCA","37","31","506","68","7.4","54","5-14","3.9","452","54","8.4","19","2","17","0","2","32","1","0","1","337","70","4.8","317","31-41","7.7","20","29","0.7","18","15","3","0","3","20","0","0","0"
"IN1","IN","BGSU","42","45","582","78","7.5","347","31-41","8.5","235","37","6.4","30","16","11","3","11","143","1","1","0","571","113","5.1","395","46-73","5.4","176","40","4.4","39","22","10","7","4","42","2","1","1"
"BGSU2","BGSU","IN","45","42","571","113","5.1","395","46-73","5.4","176","40","4.4","39","22","10","7","4","42","2","1","1","582","78","7.5","347","31-41","8.5","235","37","6.4","30","16","11","3","11","143","1","1","0"
"CADAV1","CADAV","COST","21","49","373","66","5.7","200","21-34","5.9","173","32","5.4","23","13","9","1","3","49","0","0","0","676","67","10.1","452","25-34","13.3","224","33","6.8","28","17","11","0","3","31","0","0","0"
"COST2","COST","CADAV","49","21","676","67","10.1","452","25-34","13.3","224","33","6.8","28","17","11","0","3","31","0","0","0","373","66","5.7","200","21-34","5.9","173","32","5.4","23","13","9","1","3","49","0","0","0"
"KS1","KS","DUKE","3","41","297","76","3.9","95","12-29","3.3","202","47","4.3","17","2","13","2","7","74","2","0","2","511","71","7.2","180","20-35","5.1","331","36","9.2","23","9","10","4","5","41","0","0","0"
"DUKE2","DUKE","KS","41","3","511","71","7.2","180","20-35","5.1","331","36","9.2","23","9","10","4","5","41","0","0","0","297","76","3.9","95","12-29","3.3","202","47","4.3","17","2","13","2","7","74","2","0","2"
"ECAR2","ECAR","VATECH","28","21","502","72","7.0","427","23-47","9.1","75","25","3.0","20","16","2","2","13","114","1","1","0","389","89","4.4","298","30-56","5.3","91","33","2.8","26","17","6","3","8","64","2","0","2"
"VATECH2","VATECH","ECAR","21","28","389","89","4.4","298","30-56","5.3","91","33","2.8","26","17","6","3","8","64","2","0","2","502","72","7.0","427","23-47","9.1","75","25","3.0","20","16","2","2","13","114","1","1","0"
"KY2","KY","FL","36","42","450","78","5.8","369","24-45","8.2","81","33","2.5","23","14","6","3","8","61","3","0","3","532","94","5.7","295","25-44","6.7","237","50","4.7","28","13","14","1","8","78","1","0","1"
"FL1","FL","KY","42","36","532","94","5.7","295","25-44","6.7","237","50","4.7","28","13","14","1","8","78","1","0","1","450","78","5.8","369","24-45","8.2","81","33","2.5","23","14","6","3","8","61","3","0","3"
"TLS2","TLS","FLATL","21","50","363","79","4.6","269","24-52","5.2","94","27","3.5","24","12","9","3","5","25","3","1","2","518","65","8.0","341","18-23","14.8","177","42","4.2","18","11","7","0","4","37","0","0","0"
"FLATL2","FLATL","TLS","50","21","518","65","8.0","341","18-23","14.8","177","42","4.2","18","11","7","0","4","37","0","0","0","363","79","4.6","269","24-52","5.2","94","27","3.5","24","12","9","3","5","25","3","1","2"
"GAS1","GAS","GATECH","38","42","528","60","8.8","245","13-22","11.1","283","38","7.4","22","9","12","1","5","60","1","1","0","536","77","7.0","188","11-24","7.8","348","53","6.6","28","7","19","2","4","55","0","0","0"
"GATECH2","GATECH","GAS","42","38","536","77","7.0","188","11-24","7.8","348","53","6.6","28","7","19","2","4","55","0","0","0","528","60","8.8","245","13-22","11.1","283","38","7.4","22","9","12","1","5","60","1","1","0"
"NIA1","NIA","HI","24","27","320","78","4.1","265","19-42","6.3","55","36","1.5","17","11","4","2","2","10","2","2","0","373","86","4.3","225","17-36","6.3","148","50","3.0","17","10","6","1","5","45","1","1","0"
"HI2","HI","NIA","27","24","373","86","4.3","225","17-36","6.3","148","50","3.0","17","10","6","1","5","45","1","1","0","320","78","4.1","265","19-42","6.3","55","36","1.5","17","11","4","2","2","10","2","2","0"
"INST1","INST","BALLST","27","20","361","67","5.4","317","25-43","7.4","44","24","1.8","19","13","3","3","7","51","0","0","0","361","83","4.3","266","24-46","5.8","95","37","2.6","20","13","7","0","5","58","1","1","0"
"BALLST2","BALLST","INST","20","27","361","83","4.3","266","24-46","5.8","95","37","2.6","20","13","7","0","5","58","1","1","0","361","67","5.4","317","25-43","7.4","44","24","1.8","19","13","3","3","7","51","0","0","0"
"IAST2","IAST","IA","20","17","337","63","5.3","255","25-37","6.9","82","26","3.2","19","13","4","2","4","50","1","1","0","275","68","4.0","146","16-24","6.1","129","44","2.9","18","5","12","1","6","50","2","1","1"
"IA2","IA","IAST","17","20","275","68","4.0","146","16-24","6.1","129","44","2.9","18","5","12","1","6","50","2","1","1","337","63","5.3","255","25-37","6.9","82","26","3.2","19","13","4","2","4","50","1","1","0"
"LAMON2","LAMON","LAST","0","31","93","48","1.9","77","16-30","2.6","16","18","0.9","6","5","0","1","5","45","1","1","0","372","72","5.2","153","12-20","7.7","219","52","4.2","22","7","14","1","6","54","1","0","1"
"LAST2","LAST","LAMON","31","0","372","72","5.2","153","12-20","7.7","219","52","4.2","22","7","14","1","6","54","1","0","1","93","48","1.9","77","16-30","2.6","16","18","0.9","6","5","0","1","5","45","1","1","0"
"OH2","OH","MARSH","14","44","377","70","5.4","236","22-38","6.2","141","32","4.4","22","11","10","1","8","75","2","1","1","705","79","8.9","448","20-33","13.6","257","46","5.6","31","14","16","1","7","60","1","0","1"
"MARSH2","MARSH","OH","44","14","705","79","8.9","448","20-33","13.6","257","46","5.6","31","14","16","1","7","60","1","0","1","377","70","5.4","236","22-38","6.2","141","32","4.4","22","11","10","1","8","75","2","1","1"
"ARST2","ARST","MIAFL","20","41","329","89","3.7","236","23-42","5.6","93","47","2.0","24","15","6","3","9","84","2","1","1","488","61","8.0","342","16-26","13.2","146","35","4.2","20","9","8","3","11","93","2","1","1"
"MIAFL2","MIAFL","ARST","41","20","488","61","8.0","342","16-26","13.2","146","35","4.2","20","9","8","3","11","93","2","1","1","329","89","3.7","236","23-42","5.6","93","47","2.0","24","15","6","3","9","84","2","1","1"
"MIAOH2","MIAOH","MI","10","34","198","50","4.0","165","12-26","6.3","33","24","1.4","8","7","1","0","7","40","1","0","1","460","67","6.9","184","13-22","8.4","276","45","6.1","23","8","15","0","3","20","3","2","1"
"MI2","MI","MIAOH","34","10","460","67","6.9","184","13-22","8.4","276","45","6.1","23","8","15","0","3","20","3","2","1","198","50","4.0","165","12-26","6.3","33","24","1.4","8","7","1","0","7","40","1","0","1"
"WKY2","WKY","MIDTN","47","50","718","102","7.0","593","43-66","9.0","125","36","3.5","33","22","9","2","10","92","1","0","1","541","89","6.1","218","17-28","7.8","323","61","5.3","28","11","16","1","7","82","0","0","0"
"MIDTN2","MIDTN","WKY","50","47","541","89","6.1","218","17-28","7.8","323","61","5.3","28","11","16","1","7","82","0","0","0","718","102","7.0","593","43-66","9.0","125","36","3.5","33","22","9","2","10","92","1","0","1"
"LALAF2","LALAF","MS","15","56","322","68","4.7","129","15-31","4.2","193","37","5.2","18","6","11","1","0","0","4","1","3","554","71","7.8","340","29-36","9.4","214","35","6.1","27","18","9","0","4","30","1","0","1"
"MS2","MS","LALAF","56","15","554","71","7.8","340","29-36","9.4","214","35","6.1","27","18","9","0","4","30","1","0","1","322","68","4.7","129","15-31","4.2","193","37","5.2","18","6","11","1","0","0","4","1","3"
"MSST2","MSST","SAL","35","3","514","69","7.4","226","16-24","9.4","288","45","6.4","24","9","14","1","8","70","2","2","0","345","82","4.2","288","28-55","5.2","57","27","2.1","22","16","5","1","3","12","4","2","2"
"SAL1","SAL","MSST","3","35","345","82","4.2","288","28-55","5.2","57","27","2.1","22","16","5","1","3","12","4","2","2","514","69","7.4","226","16-24","9.4","288","45","6.4","24","9","14","1","8","70","2","2","0"
"CFL1","CFL","MO","10","38","299","75","4.0","209","22-36","5.8","90","39","2.3","22","10","9","3","6","58","4","2","2","322","59","5.5","144","14-24","6.0","178","35","5.1","19","8","10","1","4","47","1","0","1"
"MO2","MO","CFL","38","10","322","59","5.5","144","14-24","6.0","178","35","5.1","19","8","10","1","4","47","1","0","1","299","75","4.0","209","22-36","5.8","90","39","2.3","22","10","9","3","6","58","4","2","2"
"NAVY2","NAVY","TXST","35","21","469","64","7.3","117","5-7","16.7","352","57","6.2","17","3","13","1","4","50","1","0","1","442","80","5.5","231","24-36","6.4","211","44","4.8","23","9","13","1","11","124","1","0","1"
"TXST1","TXST","NAVY","21","35","442","80","5.5","231","24-36","6.4","211","44","4.8","23","9","13","1","11","124","1","0","1","469","64","7.3","117","5-7","16.7","352","57","6.2","17","3","13","1","4","50","1","0","1"
"NE2","NE","FREST","55","19","562","66","8.5","282","14-24","11.8","280","42","6.7","22","13","7","2","6","61","1","1","0","346","87","4.0","241","30-59","4.1","105","28","3.8","20","13","5","2","5","55","0","0","0"
"FREST2","FREST","NE","19","55","346","87","4.0","241","30-59","4.1","105","28","3.8","20","13","5","2","5","55","0","0","0","562","66","8.5","282","14-24","11.8","280","42","6.7","22","13","7","2","6","61","1","1","0"
"NCST2","NCST","SFL","49","17","589","86","6.8","274","21-33","8.3","315","53","5.9","30","15","15","0","5","38","2","1","1","159","47","3.4","89","5-20","4.5","70","27","2.6","8","3","4","1","5","40","3","1","2"
